"Animal_ID","Sex","Line","Birth.Date","Comments","Stage","Identical_object_right","Identical_object_left","Novel_object","Familiar_object","Total_distance_m","Identical_object_right_investigation_count","Identical_object_right_investigation_time_s","Identical_object_left_investigation_count","Identical_object_left_investigation_time_s","Novel_object_investigation_count","Novel_object_investigation_time_s","Familiar_object_investigation_count","Familiar_object_investigation_time_s","Test_Date","Age_at_Test"
53115,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",14.29,NA,NA,NA,NA,25,103.9,19,67.2,2024-02-06,13
53115,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Familiarisation","Right Tower","Left Tower","","",15.14,56,61.1,46,76.1,NA,NA,NA,NA,2024-03-19,14
53115,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Familiarisation",NA,"Left Dome","","",15.21,41,84.2,28,100.1,NA,NA,NA,NA,2024-02-06,13
53115,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Testing","","","Left Dome","Right Tower",10.257,NA,NA,NA,NA,62,101.9,17,28.7,2024-03-19,14
53116,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",17.905,NA,NA,NA,NA,53,93.9,23,80.9,2024-02-06,13
53116,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Familiarisation","Right Tower","Left Tower","","",9.265,54,203,17,45.3,NA,NA,NA,NA,2024-03-19,14
53116,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Familiarisation",NA,"Left Dome","","",11.883,44,102.9,28,79.9,NA,NA,NA,NA,2024-02-06,13
53116,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Testing","","","Left Dome","Right Tower",12.008,NA,NA,NA,NA,37,37.3,63,124.9,2024-03-19,14
53117,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53119
","Testing","","","Left Dome","Right Tower",13.983,NA,NA,NA,NA,30,50.3,42,90.5,2024-03-19,14
53117,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53119
","Testing",NA,"","Left Dome","Right Tower",16.491,NA,NA,NA,NA,46,113,47,85.2,2024-02-06,13
53117,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53119
","Familiarisation","Right Tower","Left Tower","","",16.513,60,90.4,28,38.8,NA,NA,NA,NA,2024-03-19,14
53117,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53119
","Familiarisation",NA,"Left Dome","","",13.613,43,109.8,42,104.6,NA,NA,NA,NA,2024-02-06,13
53118,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Testing","","","Left Dome","Right Tower",5.572,NA,NA,NA,NA,133,189,16,42.5,2024-03-19,14
53118,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Familiarisation","Right Tower","Left Tower","","",10.321,34,83.9,37,99.8,NA,NA,NA,NA,2024-03-19,14
53118,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Familiarisation",NA,"Left Dome","","",7.825,46,148.8,42,104.2,NA,NA,NA,NA,2024-02-06,13
53118,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",8.665,NA,NA,NA,NA,11,33.1,21,36,2024-02-06,13
53119,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",23.045,NA,NA,NA,NA,36,40.1,25,25.7,2024-02-06,13
53119,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",10.358,NA,NA,NA,NA,12,15.9,52,106.6,2024-03-19,14
53119,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",14.586,22,32.3,9,20,NA,NA,NA,NA,2024-02-06,13
53119,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",11.346,24,46.2,24,26.8,NA,NA,NA,NA,2024-03-19,14
53120,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",6.708,58,83,22,28.7,NA,NA,NA,NA,2024-02-06,13
53120,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",14.778,64,109,35,43.2,NA,NA,NA,NA,2024-03-19,14
53120,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",9.059,NA,NA,NA,NA,14,25.2,70,211.5,2024-03-19,14
53120,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",5.937,NA,NA,NA,NA,17,17.1,43,145.2,2024-02-06,13
53121,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Found dead 7/2","Familiarisation","Right Tower","Left Tower","","",18.279,42,48.8,45,85.6,NA,NA,NA,NA,2024-03-19,14
53121,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Found dead 7/2","Testing","","","Left Dome","Right Tower",16.331,NA,NA,NA,NA,44,68.8,40,81,2024-03-19,14
53121,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Found dead 7/2","Testing",NA,"","Left Dome","Right Tower",14.337,NA,NA,NA,NA,49,87.2,23,57,2024-02-06,13
53121,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Found dead 7/2","Familiarisation",NA,"Left Dome","","",19.455,49,98.5,45,122.5,NA,NA,NA,NA,2024-02-06,13
53122,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53120
","Testing","","","Left Dome","Right Tower",14.29,NA,NA,NA,NA,51,86.2,34,43.1,2024-03-19,14
53122,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53120
","Familiarisation",NA,"Left Dome","","",13.555,24,54.7,42,97,NA,NA,NA,NA,2024-02-06,13
53122,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53120
","Testing",NA,"","Left Dome","Right Tower",13.58,NA,NA,NA,NA,17,36.6,19,37.4,2024-02-06,13
53122,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Incorrect mouse# was entered for this mouse on train day, 53120
","Familiarisation","Right Tower","Left Tower","","",20.318,35,68.2,34,58.6,NA,NA,NA,NA,2024-03-19,14
53123,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Mouse did not arrive for habituation until 8 am on test day.
","Familiarisation","Right Tower","Left Tower","","",3.611,53,82.8,11,15,NA,NA,NA,NA,2024-03-19,14
53123,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Mouse did not arrive for habituation until 8 am on test day.
","Testing","","","Left Dome","Right Tower",3.807,NA,NA,NA,NA,14,17,15,15.1,2024-03-19,14
53123,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Mouse did not arrive for habituation until 8 am on test day.
","Familiarisation",NA,"Left Dome","","",9.306,42,94.3,13,54.3,NA,NA,NA,NA,2024-02-06,13
53123,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Mouse did not arrive for habituation until 8 am on test day.
","Testing",NA,"","Left Dome","Right Tower",5.179,NA,NA,NA,NA,6,9.8,6,6.5,2024-02-06,13
53124,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq PM
","Familiarisation","Right Tower","Left Tower","","",12.4,25,49.9,28,42.3,NA,NA,NA,NA,2024-03-19,14
53124,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",14.716,NA,NA,NA,NA,24,53,23,86.2,2024-02-06,13
53124,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq PM
","Familiarisation",NA,"Left Dome","","",11.686,45,87.5,39,99.1,NA,NA,NA,NA,2024-02-06,13
53124,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq PM
","Testing","","","Left Dome","Right Tower",6.875,NA,NA,NA,NA,15,27.6,11,28.3,2024-03-19,14
53125,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",3.947,NA,NA,NA,NA,3,3.9,10,5.4,2024-03-19,14
53125,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",11.452,40,100.3,35,49.5,NA,NA,NA,NA,2024-02-06,13
53125,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",4.934,NA,NA,NA,NA,19,19.6,5,5.1,2024-02-06,13
53125,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",8.115,9,18.8,27,27.3,NA,NA,NA,NA,2024-03-19,14
53126,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",13.235,44,46.2,64,179.8,NA,NA,NA,NA,2024-02-06,13
53126,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",6.284,NA,NA,NA,NA,49,131.5,26,50,2024-02-06,13
53126,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",3.328,6,10.3,18,16.1,NA,NA,NA,NA,2024-03-19,14
53126,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",3.309,NA,NA,NA,NA,2,7.1,1,2.6,2024-03-19,14
53127,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",7.958,NA,NA,NA,NA,7,8.5,12,32.2,2024-02-06,13
53127,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",8.866,27,53.9,9,13.3,NA,NA,NA,NA,2024-03-19,14
53127,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",11.047,NA,NA,NA,NA,28,44.5,93,138.4,2024-03-19,14
53127,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",8.505,19,36.3,5,9,NA,NA,NA,NA,2024-02-06,13
53128,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",8.42,NA,NA,NA,NA,57,120.2,42,64.9,2024-03-19,14
53128,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",9.753,22,29.8,35,55.7,NA,NA,NA,NA,2024-03-19,14
53128,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",8.53,NA,NA,NA,NA,26,59.9,16,24.1,2024-02-06,13
53128,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",1.861,0,0,12,10.2,NA,NA,NA,NA,2024-02-06,13
53129,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Weight data missing from card
","Familiarisation","Right Tower","Left Tower","","",5.722,32,36.7,11,24.4,NA,NA,NA,NA,2024-03-19,14
53129,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Weight data missing from card
","Testing",NA,"","Left Dome","Right Tower",5.129,NA,NA,NA,NA,11,22.3,15,16.9,2024-02-06,13
53129,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Weight data missing from card
","Familiarisation",NA,"Left Dome","","",8.933,24,58.4,25,42.6,NA,NA,NA,NA,2024-02-06,13
53129,"Female","(CByB6F1/J x C3D2F1/J)/J",2023-01-03," : Weight data missing from card
","Testing","","","Left Dome","Right Tower",1.715,NA,NA,NA,NA,1,1.5,15,14.9,2024-03-19,14
53170,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",13.322,NA,NA,NA,NA,71,119.8,20,35.7,2024-02-13,22
53170,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",12.975,54,62.7,29,48.5,NA,NA,NA,NA,2024-01-30,22
53170,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",10.533,NA,NA,NA,NA,26,40.8,29,37.1,2024-01-30,22
53170,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",15.715,36,34.9,29,33.5,NA,NA,NA,NA,2024-02-13,22
53172,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Respiratory distress, low BSC","Familiarisation",NA,"Left Tower","","",14.401,44,91.8,24,57.1,NA,NA,NA,NA,2024-01-30,22
53172,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Respiratory distress, low BSC","Familiarisation",NA,"Left Tower","","",16.159,32,102,26,84.2,NA,NA,NA,NA,2024-02-13,22
53172,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Respiratory distress, low BSC","Testing",NA,"","Left Dome","Right Tower",13.746,NA,NA,NA,NA,19,40.6,20,62.1,2024-02-13,22
53173,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",7.897,NA,NA,NA,NA,3,2.1,6,5.5,2024-01-30,22
53173,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",15.473,NA,NA,NA,NA,37,71.5,22,43.2,2024-02-13,22
53173,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",21.97,54,100.5,30,35.9,NA,NA,NA,NA,2024-01-30,22
53173,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",15.227,35,50,44,72.5,NA,NA,NA,NA,2024-02-13,22
53174,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",22.777,NA,NA,NA,NA,53,120.8,40,62.9,2024-02-13,22
53174,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",12.916,33,48,33,72.5,NA,NA,NA,NA,2024-02-13,22
53174,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",27.377,52,46.7,38,26.7,NA,NA,NA,NA,2024-01-30,22
53174,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",15.606,NA,NA,NA,NA,16,15.6,41,36.1,2024-01-30,22
53176,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Testing",NA,"","Left Dome","Right Tower",14.32,NA,NA,NA,NA,21,90.2,34,89.7,2024-01-30,22
53176,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Testing",NA,"","Left Dome","Right Tower",6.966,NA,NA,NA,NA,35,96.3,9,33.3,2024-02-13,22
53176,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Familiarisation",NA,"Left Tower","","",5.822,46,105.8,4,8.2,NA,NA,NA,NA,2024-01-30,22
53176,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Familiarisation",NA,"Left Tower","","",8.007,14,15.4,25,30.1,NA,NA,NA,NA,2024-02-13,22
53177,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",11.81,17,60.8,20,56.8,NA,NA,NA,NA,2024-02-13,22
53177,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",14.312,NA,NA,NA,NA,29,49.5,28,31.5,2024-02-13,22
53177,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",8.443,14,19.2,19,25.5,NA,NA,NA,NA,2024-01-30,22
53177,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",8.249,NA,NA,NA,NA,3,1.5,6,6.9,2024-01-30,22
53178,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",11.769,NA,NA,NA,NA,19,65.8,17,64.9,2024-02-13,22
53178,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",18.359,60,61.5,41,79.2,NA,NA,NA,NA,2024-01-30,22
53178,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",4.653,NA,NA,NA,NA,9,26.3,21,55.9,2024-01-30,22
53178,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",18.833,55,70.9,47,102.3,NA,NA,NA,NA,2024-02-13,22
53179,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq PM","Testing",NA,"","Left Dome","Right Tower",19.97,NA,NA,NA,NA,58,122.9,38,73.4,2024-02-13,22
53179,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq PM","Familiarisation",NA,"Left Tower","","",14.657,27,30.6,36,112.8,NA,NA,NA,NA,2024-02-13,22
53179,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq PM","Testing",NA,"","Left Dome","Right Tower",12.447,NA,NA,NA,NA,54,104.9,30,68.7,2024-01-30,22
53179,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq PM","Familiarisation",NA,"Left Tower","","",17.833,26,42.9,49,132.1,NA,NA,NA,NA,2024-01-30,22
53180,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",9.69,NA,NA,NA,NA,11,27.3,61,114.9,2024-02-13,22
53180,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",14.239,NA,NA,NA,NA,42,95.7,18,41.4,2024-01-30,22
53180,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",10.616,43,103.6,18,30.8,NA,NA,NA,NA,2024-01-30,22
53180,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",8.974,24,30.6,31,54,NA,NA,NA,NA,2024-02-13,22
53181,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",13.722,NA,NA,NA,NA,19,39.8,39,57.6,2024-01-30,22
53181,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",9.158,8,3.5,12,9.4,NA,NA,NA,NA,2024-02-13,22
53181,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",13.945,11,8.8,12,9.8,NA,NA,NA,NA,2024-01-30,22
53181,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",10.273,NA,NA,NA,NA,11,20.4,8,9.7,2024-02-13,22
53182,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Testing",NA,"","Left Dome","Right Tower",12.008,NA,NA,NA,NA,31,70.9,32,57.2,2024-01-30,22
53182,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Familiarisation",NA,"Left Tower","","",12.209,24,37.7,22,32.3,NA,NA,NA,NA,2024-01-30,22
53182,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Testing",NA,"","Left Dome","Right Tower",13.99,NA,NA,NA,NA,19,97.7,24,69.3,2024-02-13,22
53182,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29,"","Familiarisation",NA,"Left Dome","","",16.08,23,104.4,48,150.1,NA,NA,NA,NA,2024-02-13,22
53183,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",10.419,24,43.6,16,23.7,NA,NA,NA,NA,2024-02-13,22
53183,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-03-29," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",10.146,NA,NA,NA,NA,41,79.8,38,53,2024-01-30,22
