"Animal_ID","Sex","Line","Birth.Date","Comments","Stage","Identical_object_right","Identical_object_left","Novel_object","Familiar_object","Total_distance_m","Identical_object_right_investigation_count","Identical_object_right_investigation_time_s","Identical_object_left_investigation_count","Identical_object_left_investigation_time_s","Novel_object_investigation_count","Novel_object_investigation_time_s","Familiar_object_investigation_count","Familiar_object_investigation_time_s","Test_Date","Age_at_Test"
53955,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",12.736,NA,NA,NA,NA,25,50.6,17,38.6,2024-02-06,20
53956,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",8.645,NA,NA,NA,NA,23,55.3,9,17.9,2024-02-06,20
53956,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",6.665,17,21.7,20,37.2,NA,NA,NA,NA,2024-02-06,20
53957,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",13.08,33,80.7,41,75.9,NA,NA,NA,NA,2024-02-06,20
53957,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",8.503,NA,NA,NA,NA,26,50.6,21,42.2,2024-02-06,20
53958,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10," : Sent to sick mouse, large growth on face.","Familiarisation",NA,"Left Dome","","",6.912,30,111,38,86.2,NA,NA,NA,NA,2024-02-06,20
53958,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10," : Sent to sick mouse, large growth on face.","Testing",NA,"","Left Dome","Right Tower",6.348,NA,NA,NA,NA,7,53.4,13,17,2024-02-06,20
53959,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",4.153,15,14.7,2,2.5,NA,NA,NA,NA,2024-02-06,20
53959,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",8.571,NA,NA,NA,NA,6,6.3,12,7.2,2024-02-06,20
53960,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",12.812,NA,NA,NA,NA,31,47.4,22,62.7,2024-02-06,20
53960,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",11.447,31,70.3,21,69,NA,NA,NA,NA,2024-02-06,20
53961,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",9.322,40,88.9,33,77.2,NA,NA,NA,NA,2024-02-06,20
53961,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",5.099,NA,NA,NA,NA,10,18.6,7,14.8,2024-02-06,20
53963,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",23.024,54,91.2,40,130.9,NA,NA,NA,NA,2024-02-06,20
53963,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",10.175,NA,NA,NA,NA,44,77.1,27,49.1,2024-02-06,20
53964,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",9.906,NA,NA,NA,NA,15,51.6,52,86.9,2024-02-06,20
53964,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",11.604,52,137.4,28,145.8,NA,NA,NA,NA,2024-02-06,20
53965,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",12.024,42,108.5,28,62.2,NA,NA,NA,NA,2024-02-06,20
53965,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",12.24,NA,NA,NA,NA,38,89.1,28,62.9,2024-02-06,20
53966,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",5.77,NA,NA,NA,NA,27,34.5,9,10.8,2024-02-06,20
53966,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",11.706,29,41.7,23,71.9,NA,NA,NA,NA,2024-02-06,20
53967,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",7.784,NA,NA,NA,NA,29,41.5,9,18.8,2024-02-06,20
53967,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",11.384,36,96.1,47,99.8,NA,NA,NA,NA,2024-02-06,20
53968,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10," : Marked as euthanized on the cage card. No date listed","Familiarisation",NA,"Left Dome","","",3.472,15,100.4,10,24,NA,NA,NA,NA,2024-02-06,20
53968,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10," : Marked as euthanized on the cage card. No date listed","Testing",NA,"","Left Dome","Right Tower",10.336,NA,NA,NA,NA,39,73.5,21,40.8,2024-02-06,20
53969,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",5.938,15,18,14,25.4,NA,NA,NA,NA,2024-02-06,20
53969,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",15.962,NA,NA,NA,NA,36,65.1,45,64.1,2024-02-06,20
53970,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",15.198,44,92,34,120.3,NA,NA,NA,NA,2024-02-06,20
53970,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",17.43,NA,NA,NA,NA,44,91.8,23,49.4,2024-02-06,20
53971,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",3.144,61,109.7,7,11.4,NA,NA,NA,NA,2024-02-06,20
53971,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",5.575,NA,NA,NA,NA,9,11,10,14.2,2024-02-06,20
54217,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Testing",NA,"","Left Dome","Right Tower",9.303,NA,NA,NA,NA,30,68,11,15.6,2024-01-23,19
54217,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Familiarisation",NA,"Left Tower","","",10.093,40,65.1,35,65.6,NA,NA,NA,NA,2024-01-23,19
54218,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Familiarisation",NA,"Left Tower","","",7.469,24,45.7,10,52.7,NA,NA,NA,NA,2024-01-23,19
54218,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Testing",NA,"","Left Dome","Right Tower",9.173,NA,NA,NA,NA,8,10.3,12,17.4,2024-01-23,19
54219,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : found dead.
","Familiarisation",NA,"Left Tower","","",7.323,12,7.1,13,22.3,NA,NA,NA,NA,2024-01-23,19
54219,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : found dead.
","Testing",NA,"","Left Dome","Right Tower",7.238,NA,NA,NA,NA,11,6.9,9,5.8,2024-01-23,19
54220,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Testing",NA,"","Left Dome","Right Tower",5.452,NA,NA,NA,NA,0,0,7,4.1,2024-01-23,19
54220,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Familiarisation",NA,"Left Tower","","",5.283,10,5.6,10,10.3,NA,NA,NA,NA,2024-01-23,19
54221,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Ghost mice removed 1/7/25","Testing",NA,"","Left Dome","Right Tower",9.442,NA,NA,NA,NA,23,43.1,17,27.4,2024-01-23,19
54221,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Ghost mice removed 1/7/25","Familiarisation",NA,"Left Tower","","",11.598,24,51,23,37.4,NA,NA,NA,NA,2024-01-23,19
54222,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Ghost mice removed 1/7/25","Familiarisation",NA,"Left Tower","","",7.441,17,16.6,25,27.7,NA,NA,NA,NA,2024-01-23,19
54222,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Ghost mice removed 1/7/25","Testing",NA,"","Left Dome","Right Tower",9.924,NA,NA,NA,NA,21,80.2,29,47.3,2024-01-23,19
54223,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Testing",NA,"","Left Dome","Right Tower",5.646,NA,NA,NA,NA,27,25.4,4,2.9,2024-01-23,19
54223,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Familiarisation",NA,"Left Tower","","",8.553,34,50.2,63,111.6,NA,NA,NA,NA,2024-01-23,19
54224,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Testing",NA,"","Left Dome","Right Tower",7.855,NA,NA,NA,NA,32,59,25,67.5,2024-01-23,19
54224,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Familiarisation",NA,"Left Tower","","",11.427,21,36.7,28,56.7,NA,NA,NA,NA,2024-01-23,19
54225,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Testing",NA,"","Left Dome","Right Tower",11.784,NA,NA,NA,NA,15,23.3,14,19.7,2024-01-23,19
54225,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24,"","Familiarisation",NA,"Left Tower","","",13.465,17,36.4,31,115.1,NA,NA,NA,NA,2024-01-23,19
54227,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",14.519,NA,NA,NA,NA,32,79.3,30,59.1,2024-01-23,19
54227,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",16.177,33,79.7,51,160.2,NA,NA,NA,NA,2024-01-23,19
54228,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",21.307,NA,NA,NA,NA,44,126.2,42,88.1,2024-01-23,19
54228,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Familiarisation",NA,"Left Tower","","",10.257,19,54.6,47,115.5,NA,NA,NA,NA,2024-01-23,19
54229,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",14.735,NA,NA,NA,NA,36,101.7,24,97.4,2024-01-23,19
54229,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",13.661,40,102.4,28,40.6,NA,NA,NA,NA,2024-01-23,19
54230,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Removed Clam
","Testing",NA,"","Left Dome","Right Tower",17.945,NA,NA,NA,NA,39,106.5,37,91.4,2024-01-23,19
54230,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Removed Clam
","Familiarisation",NA,"Left Tower","","",12.335,24,35.6,46,106,NA,NA,NA,NA,2024-01-23,19
54231,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Removed Clam
","Testing",NA,"","Left Dome","Right Tower",10.441,NA,NA,NA,NA,37,59.6,40,77.4,2024-01-23,19
54231,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Removed Clam
","Familiarisation",NA,"Left Tower","","",11.455,23,32.8,36,52,NA,NA,NA,NA,2024-01-23,19
54232,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",7.985,NA,NA,NA,NA,27,55.4,19,37.2,2024-01-23,19
54232,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Familiarisation",NA,"Left Tower","","",12.59,49,114.8,37,59,NA,NA,NA,NA,2024-01-23,19
54233,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",14.498,NA,NA,NA,NA,29,59.3,20,27.2,2024-01-23,19
54233,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",6.705,35,83.8,30,53.6,NA,NA,NA,NA,2024-01-23,19
54234,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",11.104,30,43.2,31,60.4,NA,NA,NA,NA,2024-01-23,19
54234,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",8.058,NA,NA,NA,NA,20,54.1,30,57.8,2024-01-23,19
54235,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Familiarisation",NA,"Left Tower","","",17.018,40,68.1,55,160.1,NA,NA,NA,NA,2024-01-23,19
54235,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",16.036,NA,NA,NA,NA,36,48.9,27,47.9,2024-01-23,19
54237,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Familiarisation",NA,"Left Tower","","",4.914,12,14.8,14,24.6,NA,NA,NA,NA,2024-01-23,19
54237,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",11.258,NA,NA,NA,NA,26,146.7,21,24.3,2024-01-23,19
54238,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",9.358,NA,NA,NA,NA,32,81.4,16,27.3,2024-01-23,19
54238,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",8.373,2,1.5,42,54.3,NA,NA,NA,NA,2024-01-23,19
54240,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",7.689,20,27.8,6,7.3,NA,NA,NA,NA,2024-01-23,19
54240,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",10.61,NA,NA,NA,NA,29,113.1,29,37.5,2024-01-23,19
54244,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",16.774,NA,NA,NA,NA,64,113.8,40,39,2024-01-30,20
54244,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM
","Familiarisation",NA,"Left Tower","","",14.475,24,36.1,43,101,NA,NA,NA,NA,2024-01-30,20
54245,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Found dead","Familiarisation",NA,"Left Tower","","",10.39,31,57,46,90,NA,NA,NA,NA,2024-01-30,20
54245,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Found dead","Testing",NA,"","Left Dome","Right Tower",3.665,NA,NA,NA,NA,3,2.7,10,9.1,2024-01-30,20
54246,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",4.563,27,52.8,4,4.1,NA,NA,NA,NA,2024-01-30,20
54246,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",11.832,NA,NA,NA,NA,18,40.2,39,45,2024-01-30,20
54247,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : mouse only received one day of habituation","Testing",NA,"","Left Dome","Right Tower",11.463,NA,NA,NA,NA,25,66.4,21,23.8,2024-01-30,20
54247,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : mouse only received one day of habituation","Familiarisation",NA,"Left Tower","","",13.518,69,99,29,42.5,NA,NA,NA,NA,2024-01-30,20
54249,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : mouse only received one day of habituation","Familiarisation",NA,"Left Tower","","",5.828,41,69,2,2.2,NA,NA,NA,NA,2024-01-30,20
54249,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : mouse only received one day of habituation","Testing",NA,"","Left Dome","Right Tower",8.176,NA,NA,NA,NA,53,80.8,21,49.3,2024-01-30,20
54250,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",13.182,NA,NA,NA,NA,35,90.5,18,21.8,2024-01-30,20
54250,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",5.778,6,12.3,6,4.9,NA,NA,NA,NA,2024-01-30,20
54251,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Familiarisation",NA,"Left Tower","","",7.552,8,9.1,18,17.3,NA,NA,NA,NA,2024-01-30,20
54251,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Testing",NA,"","Left Dome","Right Tower",6.832,NA,NA,NA,NA,48,83.3,10,10.7,2024-01-30,20
54252,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",8.121,32,48,15,22.1,NA,NA,NA,NA,2024-01-30,20
54252,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",16.139,NA,NA,NA,NA,37,130.3,30,99.7,2024-01-30,20
54253,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Familiarisation",NA,"Left Tower","","",14.818,37,38.8,30,60.6,NA,NA,NA,NA,2024-01-30,20
54253,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Testing",NA,"","Left Dome","Right Tower",12.834,NA,NA,NA,NA,20,43.6,25,43.8,2024-01-30,20
54254,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",9.634,12,18.3,28,47.1,NA,NA,NA,NA,2024-01-30,20
54254,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",9.948,NA,NA,NA,NA,33,58.9,21,23.9,2024-01-30,20
54255,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",9.344,NA,NA,NA,NA,11,6,34,45.1,2024-01-30,20
54255,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",22.219,29,61.4,51,95.1,NA,NA,NA,NA,2024-01-30,20
54256,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Testing",NA,"","Left Dome","Right Tower",19.473,NA,NA,NA,NA,49,98.9,33,39.9,2024-01-30,20
54256,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Familiarisation",NA,"Left Tower","","",11.403,16,18.3,18,38.4,NA,NA,NA,NA,2024-01-30,20
54257,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",14.899,NA,NA,NA,NA,20,33.6,38,64.8,2024-01-30,20
54257,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",18.202,29,20.7,25,22.9,NA,NA,NA,NA,2024-01-30,20
54258,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Testing",NA,"","Left Dome","Right Tower",11.103,NA,NA,NA,NA,19,46.2,18,33.2,2024-01-30,20
54258,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Familiarisation",NA,"Left Tower","","",11.74,31,104.9,36,150.4,NA,NA,NA,NA,2024-01-30,20
54259,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",13.712,NA,NA,NA,NA,56,129.4,28,37.7,2024-01-30,20
54259,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",11.376,19,36.7,47,107.2,NA,NA,NA,NA,2024-01-30,20
54260,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Mice where not trained or tested","Testing",NA,"","Left Dome","Right Tower",13.894,NA,NA,NA,NA,18,44.2,23,39.2,2024-01-30,20
54260,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Mice where not trained or tested","Familiarisation",NA,"Left Tower","","",10.838,36,76,19,92.2,NA,NA,NA,NA,2024-01-30,20
54261,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Mouse was trained but not tested, Tim and Zoey were both absent on Test day and the task was never properly reassigned.
","Familiarisation",NA,"Left Tower","","",7.539,59,124.5,11,12.2,NA,NA,NA,NA,2024-01-30,20
54261,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Mouse was trained but not tested, Tim and Zoey were both absent on Test day and the task was never properly reassigned.
","Testing",NA,"","Left Dome","Right Tower",7.255,NA,NA,NA,NA,15,25.7,64,109.7,2024-01-30,20
54262,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",12.411,20,107.8,15,78.4,NA,NA,NA,NA,2024-01-30,20
54262,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",14.81,NA,NA,NA,NA,29,65,22,26.7,2024-01-30,20
54263,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Familiarisation",NA,"Left Tower","","",7.996,20,118.7,15,64.9,NA,NA,NA,NA,2024-01-30,20
54263,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq PM","Testing",NA,"","Left Dome","Right Tower",14.204,NA,NA,NA,NA,36,46.3,32,52.6,2024-01-30,20
54264,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",7.485,5,12.6,11,27.3,NA,NA,NA,NA,2024-01-30,20
54264,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",19.158,NA,NA,NA,NA,45,192.2,21,42.5,2024-01-30,20
54265,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Familiarisation",NA,"Left Tower","","",3.272,6,6.5,5,3,NA,NA,NA,NA,2024-01-30,20
54265,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-24," : Patch-Seq AM","Testing",NA,"","Left Dome","Right Tower",9.386,NA,NA,NA,NA,9,28.7,11,27.5,2024-01-30,20
57443,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Dates for Train and Test days not recorded, Freezeframe shows correct dates
","Familiarisation",NA,"Left Dome","","",6.596,25,43.1,33,105.7,NA,NA,NA,NA,2024-02-06,14
57443,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Dates for Train and Test days not recorded, Freezeframe shows correct dates
","Testing",NA,"","Left Dome","Right Tower",4.442,NA,NA,NA,NA,30,124.4,3,11,2024-02-06,14
57444,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Air was down in FGB44 led to a delay in start time on Test day.
","Testing",NA,"","Left Dome","Right Tower",5.84,NA,NA,NA,NA,23,59.5,21,109.3,2024-02-06,14
57444,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Air was down in FGB44 led to a delay in start time on Test day.
","Familiarisation",NA,"Left Dome","","",6.709,33,139.7,14,22.4,NA,NA,NA,NA,2024-02-06,14
57445,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Air was down in FGB44 led to a delay in start time on Test day.
","Testing",NA,"","Left Dome","Right Tower",1.257,NA,NA,NA,NA,17,48.6,0,0,2024-02-06,14
57445,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Air was down in FGB44 led to a delay in start time on Test day.
","Familiarisation",NA,"Left Dome","","",5.734,12,24.3,10,35.1,NA,NA,NA,NA,2024-02-06,14
57446,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Air was down in FGB44 led to a delay in start time on Train day, delay carried over to test day for consistency 
","Testing",NA,"","Left Dome","Right Tower",0.079,NA,NA,NA,NA,0,0,0,0,2024-02-06,14
57446,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Air was down in FGB44 led to a delay in start time on Train day, delay carried over to test day for consistency 
","Familiarisation",NA,"Left Dome","","",0.691,2,1.7,0,0,NA,NA,NA,NA,2024-02-06,14
57447,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : found dead.
","Familiarisation",NA,"Left Dome","","",4.345,82,168.4,11,10,NA,NA,NA,NA,2024-02-06,14
57447,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : found dead.
","Testing",NA,"","Left Dome","Right Tower",4.498,NA,NA,NA,NA,16,31.3,21,25,2024-02-06,14
57448,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Derm","Testing",NA,"","Left Dome","Right Tower",9.993,NA,NA,NA,NA,33,106.3,47,106.8,2024-02-06,14
57448,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Derm","Familiarisation",NA,"Left Dome","","",8.369,16,30.1,31,83,NA,NA,NA,NA,2024-02-06,14
57449,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",22.543,NA,NA,NA,NA,65,114.4,54,61.3,2024-02-06,14
57449,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",16.018,19,42,33,118.6,NA,NA,NA,NA,2024-02-06,14
57450,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",6.151,NA,NA,NA,NA,11,26,16,22.4,2024-02-06,14
57450,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Familiarisation",NA,"Left Dome","","",14.689,56,165.8,48,151.7,NA,NA,NA,NA,2024-02-06,14
57451,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",3.785,37,81.6,4,2,NA,NA,NA,NA,2024-02-06,14
57451,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",11.851,NA,NA,NA,NA,32,88.7,25,53,2024-02-06,14
57452,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",11.581,NA,NA,NA,NA,22,45.3,9,11,2024-02-06,14
