"Animal_ID","AM_PM","Sex","Line","Birth_Date","Animal_Info","CFC.baseline","CFC.PS1","CFC.PS2","CFC.PS3","CFC.PS4","CFA.Total","Train_threshold","Train_bout","Train_assay","Train_date","Age_at_Test","Age_Months","CFM.Bin1","CFM.Bin2","CFM.Bin3","CFM.Bin4","CFM.Bin5","CFM.Total","Test_threshold","Test_bout","Test_assay","Test_date"
58519,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58519_Ear1R2L_Pen16943",5.16,10.62,45.62,56.87,68.12,44.71,17,NA,"CFC_Train","2024-09-23",19.5137976346912,20,62.37,85.42,60.29,65.21,63.67,67.37,12,NA,"CFC_Test","2024-09-24"
58520,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58520_Ear2B_Pen16943",0.67,13.04,21.74,38.75,63.12,35.46,3,1,"CFC_Train","2024-09-24",19.5466491458607,20,31.81,47.29,52.81,58,41.54,46.23,7.5,1,"CFC_Test","2024-09-25"
58521,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58521_Pen16943_Ear3R",4.83,17.5,41.87,49.69,55,35.46,5.26,1,"CFC_Train","2024-09-26",19.6123521681997,20,21.46,30.63,52.6,40.96,21.46,33.37,7,NA,"CFC_Test","2024-09-27"
58525,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58525_EarB_Pen16944",0.83,5.59,13.66,22.36,59.63,21.64,4.38,1,"CFC_Train","2024-09-25",19.5795006570302,20,7.9,23.08,19.54,28.27,23.38,20.43,10.26,1,"CFC_Test","2024-09-26"
61603,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61603_Pen17921_EarR",1.83,0,5.59,23.12,16.87,15.36,10.2,1,"CFC_Train","2024-11-07",5.12483574244415,5,56.76,66.25,69.44,24.37,21.87,47.79,6,1,"CFC_Test","2024-11-08"
61605,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61605_EarB_Pen17920",0,0,2.48,9.94,13.66,9.72,5,1,"CFC_Train","2024-10-30",4.86202365308804,5,54.05,52.6,43.24,38.88,26.46,42.96,2.57,1,"CFC_Test","2024-10-31"
61606,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61606_Pen17920_Ear2R",0,27.5,49.37,63.12,80.62,55.11,11,1,"CFC_Train","2024-10-31",4.89487516425756,5,46.78,59.58,66.46,14.79,0,37.54,0.7,1,"CFC_Test","2024-11-01"
61607,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61607_Ear2L_Pen17921",4.33,8.75,26.25,18.75,40.99,26.32,6.64,1,"CFC_Train","2024-11-04",5.02628120893561,5,2.92,27.65,17.67,27.86,18.16,18.84,3.7,1,"CFC_Test","2024-11-05"
61608,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61608_Pen17921_Ear2R1L",1.17,9.32,21.74,19.88,42.24,29.72,7,1,"CFC_Train","2024-11-11",5.25624178712221,5,25.16,56.34,46.36,63.41,24.79,43.29,7.33,1,"CFC_Test","2024-11-12"
61609,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61609_Ear1R2L_Pen17921",0.67,9.94,9.37,50.93,62.11,38.19,4.64,1,"CFC_Train","2024-11-05",5.05913272010512,5,32.22,56.25,62.92,64.79,71.4,57.48,5.7,1,"CFC_Test","2024-11-06"
61610,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61610_Ear2B_Pen17921",3.17,0,0,16.25,3.11,17.43,3,1,"CFC_Train","2024-11-06",5.09198423127464,5,55.33,61.49,50,52.5,54.63,55.17,20.7,1,"CFC_Test","2024-11-07"
61611,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61611_Ear3L_Pen17921",0,11.87,29.81,40,41.61,34.86,3.29,NA,"CFC_Train","2024-11-06",5.09198423127464,5,52.83,84.47,83.75,93.75,79.63,71.83,11.67,NA,"CFC_Test","2024-11-07"
61612,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61612_EarN_Pen17922",1.67,8.75,0,0,6.25,17.11,4,1,"CFC_Train","2024-12-02",5.946123521682,6,13.96,12.92,0,7.5,17.29,10.33,0.9,1,"CFC_Test","2024-12-03"
61613,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61613_EarR_Pen17922",0,3.12,17.39,21.12,31.87,31.04,10,NA,"CFC_Train","2024-12-02",5.946123521682,6,28.48,28.12,37.29,9.17,2.92,21.21,4.9,1,"CFC_Test","2024-12-03"
61614,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61614_EarL_Pen17922",2,8.7,27.95,62.73,65.62,48.25,12,1,"CFC_Train","2024-12-03",5.97897503285151,6,67.98,69.17,78.38,90.83,92.69,79.78,5.83,1,"CFC_Test","2024-12-04"
61615,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","61615_EarB_Pen17922",0,3.11,13.66,44.72,52.8,32.07,2.21,1,"CFC_Train","2024-12-04",6.01182654402102,6,47.71,69.44,65.28,65.9,83.92,66.4,1.67,1,"CFC_Test","2024-12-05"
61616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.22,35.83,9.98,14.79,17.29,18.83,8,1,"CFC_Test","2024-12-10"
62127,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","62127_EarR_Pen18066",2.33,0,11.18,18.63,24.37,26.87,2.7,NA,"CFC_Train","2024-10-29",4.82917214191853,5,47.4,26.46,47.29,81.87,38.33,48.25,7.53,1,"CFC_Test","2024-10-30"
62128,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04","62128_EarL_Pen18066",0,0,39.13,57.14,33.12,39.26,5.62,1,"CFC_Train","2024-10-29",4.82917214191853,5,27.86,85.42,33.12,42.08,2.92,38.29,10.71,NA,"CFC_Test","2024-10-30"
