"Animal_ID","Test_Date","Sex","Line","Birth_Date","Age_at_Test","Age_Months","Weight","YM_Distance","YM_Mean_speed","YM_Spontaneous_alternations","YM_Total_arm_entries","YM_Alternating_Arm_Returns","YM_Same_Arm_Returns","YM_Prct_Spontaneous_Alternations","YM_Prct_Alternating_Arm_Returns"
53637,"2023-12-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.5795006570302,20,45.9,9.798,0.02,12,20,6,20,67,33
53637,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,46.65,11.584,0.024,15,20,1,20,83,6
53638,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,9.357,0.019,7,19,10,19,41,59
53638,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,37.79,9.964,0.021,16,25,6,25,70,26
53638,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,15.594,0.032,16,35,15,35,48,45
53638,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,11.386,0.024,18,28,5,28,69,19
53638,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,37.92,6.271,0.013,7,17,4,17,47,27
53638,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,37.02,5.444,0.011,10,17,5,17,67,33
53638,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,37.25,7.842,0.016,8,18,7,18,50,44
53638,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,36.84,8.078,0.017,8,22,10,22,40,50
53638,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,35.9,6.667,0.014,7,12,3,12,70,30
53638,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,38.1,16.847,0.035,17,31,12,31,59,41
53639,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,2.613,0.005,0,5,3,5,0,100
53639,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,45.27,10.668,0.022,12,24,5,24,55,23
53639,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,9.974,0.021,12,25,9,25,52,39
53639,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,9.309,0.019,12,23,5,23,57,24
53639,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,43.02,6.091,0.013,9,18,4,18,56,25
53640,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,6.86,0.014,8,13,3,13,73,27
53640,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,40.59,17.719,0.037,19,28,5,28,73,19
53640,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,15.263,0.032,15,30,13,30,54,46
53640,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,13.697,0.029,20,36,13,36,59,38
53640,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,41.35,8.68,0.018,13,29,10,29,48,37
53640,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,41.19,6.527,0.014,2,18,12,18,13,75
53640,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,42.4,7.625,0.016,10,17,5,17,67,33
53640,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,39.47,12.259,0.026,23,31,6,31,79,21
53640,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,38.6,11.542,0.024,14,24,8,24,64,36
53640,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,32.5,5.232,0.011,4,10,4,10,50,50
53641,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,1.712,0.004,0,0,0,0,0,0
53641,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,50.89,5.289,0.011,1,10,7,10,13,88
53641,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,7.675,0.016,7,16,6,16,50,43
53641,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,6.503,0.014,5,17,6,17,33,40
53641,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,50.12,5.474,0.011,5,19,12,19,29,71
53641,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,52.08,4.273,0.009,2,10,3,10,25,38
53641,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,51.08,3.999,0.008,4,11,5,11,44,56
53641,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,47.78,8.312,0.017,14,24,8,24,64,36
53641,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,40.6,9.175,0.019,9,19,8,19,53,47
53641,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,18.7,3.446,0.007,5,9,2,9,71,29
53642,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,8.336,0.017,11,17,4,17,73,27
53642,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,43.34,0.983,0.002,0,0,0,0,0,0
53642,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,6.11,0.013,3,9,4,9,43,57
53642,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,6.324,0.013,5,12,3,12,50,30
53642,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,44.69,4.621,0.01,4,16,5,16,29,36
53642,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,43.24,6.501,0.014,9,23,8,23,43,38
53642,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,42.86,9.178,0.019,3,22,16,22,15,80
53642,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,42.72,8.215,0.017,5,23,16,23,24,76
53642,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,42.3,5.567,0.012,0,11,7,11,0,78
53642,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,41.5,5.185,0.011,1,13,7,13,9,64
53643,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,1.779,0.004,0,2,0,2,NA,NA
53643,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,45.08,14.385,0.03,10,18,6,18,63,38
53643,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,9.555,0.02,14,20,1,20,78,6
53643,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,9.251,0.019,10,21,2,21,53,11
53643,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,45.57,7.157,0.015,7,22,6,22,35,30
53643,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,43.69,6.318,0.013,8,15,5,15,62,38
53643,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,42.04,10.384,0.022,9,21,5,21,47,26
53643,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,41.59,12.703,0.026,17,29,3,29,63,11
53643,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,38,6.044,0.013,6,12,4,12,60,40
53643,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,33.8,4.552,0.009,5,9,1,9,71,14
53644,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,7.512,0.016,7,16,6,16,50,43
53644,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,37.88,8.802,0.018,13,21,3,21,68,16
53644,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,10.769,0.022,12,21,7,21,63,37
53644,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,6.447,0.013,7,17,5,17,47,33
53644,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,43.55,6.318,0.013,8,18,8,18,50,50
53644,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,39.86,6.748,0.014,13,21,5,21,68,26
53644,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,40.42,9.843,0.021,11,25,8,25,48,35
53644,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,38.91,7.758,0.016,6,19,9,19,35,53
53644,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,37.8,11.299,0.024,13,22,7,22,65,35
53644,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,37.3,8.043,0.017,8,15,5,15,62,38
53645,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,9.229,0.019,12,21,5,21,63,26
53645,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,38.46,13.049,0.027,17,24,1,24,77,5
53645,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,8.131,0.017,9,17,2,17,60,13
53645,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,7.361,0.015,14,22,3,22,70,15
53645,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,37.81,4.338,0.009,8,16,4,16,57,29
53645,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,38.24,3.91,0.008,3,11,1,11,33,11
53645,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,37.72,5.742,0.012,9,17,6,17,60,40
53645,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,35.54,8.692,0.018,13,25,7,25,57,30
53645,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,35.5,9.729,0.02,11,21,6,21,58,32
53645,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,35.1,10.239,0.021,11,21,8,21,58,42
53646,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,9.107,0.019,12,19,5,19,71,29
53646,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,47.66,7.729,0.016,2,12,8,12,20,80
53646,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,7.917,0.016,7,18,9,18,44,56
53646,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,6.211,0.013,10,18,2,18,63,13
53646,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,47.62,5.274,0.011,12,20,2,20,67,11
53646,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,46.72,5.248,0.011,8,15,2,15,62,15
53646,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,46.22,6.875,0.014,4,18,8,18,25,50
53646,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,46.18,7.447,0.016,10,22,7,22,50,35
53646,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,44,8.881,0.019,12,21,6,21,63,32
53646,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,33.9,9.202,0.019,9,20,9,20,50,50
53647,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,6.932,0.014,7,15,6,15,54,46
53647,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,35.12,9.878,0.021,11,23,6,23,52,29
53647,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,6.633,0.014,7,14,4,14,58,33
53647,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,7.237,0.015,12,16,1,16,86,7
53647,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,39.76,5.241,0.011,7,14,5,14,58,42
53647,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,40.58,5.561,0.012,10,17,5,17,67,33
53647,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,40.56,3.597,0.007,6,10,2,10,75,25
53647,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,41.85,6.107,0.013,7,14,3,14,58,25
53647,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,43,9.662,0.02,14,20,4,20,78,22
53647,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,37.5,11.953,0.025,8,24,11,24,36,50
53648,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,10.386,0.022,15,20,3,20,83,17
53648,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,37.73,11.406,0.024,19,27,5,27,76,20
53648,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,14.017,0.029,17,27,6,27,68,24
53648,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,8.211,0.017,10,20,5,20,56,28
53649,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,5.117,0.011,6,13,5,13,55,45
53649,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,34.6,10.261,0.021,12,18,2,18,75,13
53649,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,6.19,0.013,7,13,4,13,64,36
53649,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,5.535,0.012,8,16,4,16,57,29
53649,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,53.68,3.609,0.008,3,14,2,14,25,17
53649,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,53.28,4.111,0.009,3,13,6,13,27,55
53649,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,55.49,2.532,0.005,3,10,4,10,38,50
53649,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,53.88,4.558,0.009,8,16,2,16,57,14
53649,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,54.7,4.681,0.01,5,11,0,11,56,0
53649,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.9605781865966,30,52.9,7.676,0.016,7,17,6,17,47,40
53651,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,6.949,0.014,5,13,4,13,45,36
53651,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,65.36,4.229,0.009,3,10,5,10,38,63
53651,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,3.548,0.007,2,7,3,7,40,60
53651,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,2.786,0.006,6,9,1,9,86,14
53651,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,70.02,1.003,0.002,0,2,0,2,NA,NA
53651,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,64.28,2.171,0.005,0,1,0,1,0,0
53651,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,65.32,2.796,0.006,0,6,4,6,0,100
53651,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,65.6,1.234,0.003,1,5,1,5,33,33
53651,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,65.2,0.383,0.001,0,1,0,1,0,0
53652,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,0.033,0,0,0,0,0,0,0
53652,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,40.31,6.853,0.014,5,9,2,9,71,29
53652,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,6.63,0.014,8,11,1,11,89,11
53652,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,9.296,0.019,15,23,4,23,71,19
53652,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,38.78,11.908,0.025,7,34,25,34,22,78
53652,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,36.35,8.101,0.017,8,26,16,26,33,67
53652,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,36.54,9.606,0.02,8,20,10,20,44,56
53652,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,36.66,12.315,0.026,15,29,10,29,56,37
53652,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,36.6,8.528,0.018,2,17,13,17,13,87
53653,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,9.146,0.019,10,20,6,20,56,33
53653,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,31.95,12.506,0.026,18,33,11,33,58,35
53653,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,12.406,0.026,9,26,11,26,38,46
53653,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,5.547,0.012,5,13,1,13,45,9
53653,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,32.07,11.138,0.023,21,38,10,38,58,28
53653,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,30.92,7.081,0.015,11,25,9,25,48,39
53653,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,31.14,10.247,0.021,16,28,4,28,62,15
53653,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,31.81,10.487,0.022,17,31,9,31,59,31
53654,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,7.138,0.015,7,16,7,16,50,50
53654,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,36.35,8.094,0.017,8,20,8,20,44,44
53655,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,6.133,0.013,6,14,6,14,50,50
53655,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,39.76,13.435,0.028,20,27,5,27,80,20
53655,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,8.399,0.017,6,19,7,19,35,41
53655,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,5.331,0.011,7,15,6,15,54,46
53655,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,33.52,4.941,0.01,5,13,3,13,45,27
53655,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,32.98,0.697,0.001,0,0,0,0,0,0
53655,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,32.8,3.711,0.008,1,7,4,7,20,80
53655,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,35.08,7.055,0.015,11,18,5,18,69,31
53655,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,34.8,7.9,0.016,3,15,5,15,23,38
53656,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,7.299,0.015,9,14,3,14,75,25
53656,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,31.68,7.882,0.016,16,21,3,21,84,16
53656,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,3.664,0.008,1,7,4,7,20,80
53656,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,5.805,0.012,8,15,5,15,62,38
53656,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,31.16,4.566,0.01,7,12,1,12,70,10
53656,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,31.23,0.968,0.002,0,0,0,0,0,0
53656,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,31.55,4.5,0.009,3,6,1,6,75,25
53656,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.365308804205,27,31.49,6.939,0.014,8,17,4,17,53,27
53656,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.2851511169514,28,28.2,2.996,0.006,2,5,1,5,67,33
53657,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,4.926,0.01,7,10,1,10,88,13
53657,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,43.94,6.927,0.014,5,12,5,12,50,50
53657,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,5.756,0.012,5,11,1,11,56,11
53657,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,5.648,0.012,6,14,6,14,50,50
53657,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,41.74,4.728,0.01,7,16,5,16,50,36
53657,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,41.75,5.062,0.011,8,14,4,14,67,33
53657,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,40.74,5.159,0.011,5,14,7,14,42,58
53657,"2024-08-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.3981603153745,27,39.72,4.05,0.008,3,12,6,12,30,60
53657,"2024-09-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.4822601839685,28,37.5,6.625,0.014,6,13,5,13,55,45
53657,"2024-10-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.2706964520368,29,38.68,6.021,0.013,8,16,6,16,57,43
53658,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,10.453,0.022,12,20,5,20,67,28
53658,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,30.17,6.649,0.014,8,14,2,14,67,17
53658,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,10.652,0.022,11,21,8,21,58,42
53658,"2024-04-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",23.7516425755585,24,NA,9.866,0.021,12,24,7,24,55,32
53658,"2024-05-30","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",25.1314060446781,25,30.72,5.179,0.011,14,17,1,17,93,7
53658,"2024-06-27","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.0512483574244,26,31.47,7.526,0.016,16,28,7,28,62,27
53658,"2024-07-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",26.5440210249671,27,34.01,7.697,0.016,10,19,7,19,59,41
53658,"2024-08-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",27.3981603153745,27,27.52,7.351,0.015,12,20,5,20,67,28
53658,"2024-09-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",28.4822601839685,28,29.2,10.708,0.022,3,18,10,18,19,63
53658,"2024-10-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",29.2706964520368,29,29.48,8.719,0.018,12,21,6,21,63,32
53659,"2023-12-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",19.4152431011827,19,NA,8.565,0.018,11,17,3,17,73,20
53659,"2024-02-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",21.2220762155059,21,32.89,5.997,0.012,9,13,1,13,82,9
53659,"2024-03-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26",22.2733245729304,22,NA,8.544,0.018,8,17,5,17,53,33
